T U C_V $Q_{6}$ $P_{2}$
9.131413141314130844e-01 -1.191497899654031443e+02 1.166539925124875481e+02 3.962940072981938067e-01 8.694731418124554412e-02
9.132313231323131442e-01 -1.191392914693470999e+02 1.166225920311105000e+02 3.962936871409167838e-01 8.694456976440741169e-02
9.133213321332133150e-01 -1.191287957990287367e+02 1.165912046191658646e+02 3.962933671539607405e-01 8.694182607507500160e-02
9.134113411341133748e-01 -1.191183029532719360e+02 1.165598302716109202e+02 3.962930473375192997e-01 8.693908311333020666e-02
9.135013501350134346e-01 -1.191078129309012326e+02 1.165284689833812877e+02 3.962927276917866393e-01 8.693634087925447562e-02
9.135913591359134944e-01 -1.190973257307412752e+02 1.164971207494434680e+02 3.962924082169556050e-01 8.693359937292867434e-02
9.136813681368136653e-01 -1.190868413516170676e+02 1.164657855647532756e+02 3.962920889132176550e-01 8.693085859443250296e-02
9.137713771377137251e-01 -1.190763597923544381e+02 1.164344634242407466e+02 3.962917697807648021e-01 8.692811854384553671e-02
9.138613861386137849e-01 -1.190658810517794279e+02 1.164031543228949488e+02 3.962914508197893926e-01 8.692537922124651817e-02
9.139513951395138447e-01 -1.190554051287188315e+02 1.163718582555854368e+02 3.962911320304809415e-01 8.692264062671334335e-02
9.140414041404140155e-01 -1.190449320219995855e+02 1.163405752172321854e+02 3.962908134130297966e-01 8.691990276032374174e-02
9.141314131413140753e-01 -1.190344617304491521e+02 1.163093052028448255e+02 3.962904949676262500e-01 8.691716562215417996e-02
9.142214221422141351e-01 -1.190239942528955481e+02 1.162780482072524535e+02 3.962901766944579851e-01 8.691442921228077767e-02
9.143114311431143060e-01 -1.190135295881673017e+02 1.162468042254064216e+02 3.962898585937147944e-01 8.691169353077898840e-02
9.144014401440143658e-01 -1.190030677350929977e+02 1.162155732522845852e+02 3.962895406655833064e-01 8.690895857772343303e-02
9.144914491449144256e-01 -1.189926086925022162e+02 1.161843552827279069e+02 3.962892229102522035e-01 8.690622435318830219e-02
9.145814581458144854e-01 -1.189821524592245083e+02 1.161531503116886910e+02 3.962889053279061713e-01 8.690349085724674572e-02
9.146714671467146562e-01 -1.189716990340903777e+02 1.161219583340586325e+02 3.962885879187331151e-01 8.690075808997191342e-02
9.147614761476147160e-01 -1.189612484159304557e+02 1.160907793447102563e+02 3.962882706829183865e-01 8.689802605143544245e-02
9.148514851485147759e-01 -1.189508006035757575e+02 1.160596133386185045e+02 3.962879536206460052e-01 8.689529474170899770e-02
9.149414941494148357e-01 -1.189403555958581649e+02 1.160284603105826449e+02 3.962876367321022109e-01 8.689256416086300894e-02
9.150315031503150065e-01 -1.189299133916096167e+02 1.159973202555369767e+02 3.962873200174688026e-01 8.688983430896768390e-02
9.151215121512150663e-01 -1.189194739896624498e+02 1.159661931684205598e+02 3.962870034769299110e-01 8.688710518609225886e-02
9.152115211521151261e-01 -1.189090373888500523e+02 1.159350790440489192e+02 3.962866871106692224e-01 8.688437679230547050e-02
9.153015301530152970e-01 -1.188986035880057273e+02 1.159039778773247775e+02 3.962863709188679251e-01 8.688164912767523673e-02
9.153915391539153568e-01 -1.188881725859633178e+02 1.158728896631317866e+02 3.962860549017078737e-01 8.687892219226898971e-02
9.154815481548154166e-01 -1.188777443815573065e+02 1.158418143963603342e+02 3.962857390593704787e-01 8.687619598615324568e-02
9.155715571557154764e-01 -1.188673189736223463e+02 1.158107520718534857e+02 3.962854233920352631e-01 8.687347050939392412e-02
9.156615661566156472e-01 -1.188568963609941136e+02 1.157797026844850024e+02 3.962851078998831378e-01 8.687074576205641718e-02
9.157515751575157070e-01 -1.188464765425081708e+02 1.157486662291052255e+02 3.962847925830933482e-01 8.686802174420528433e-02
9.158415841584157668e-01 -1.188360595170007343e+02 1.157176427006082093e+02 3.962844774418445848e-01 8.686529845590423848e-02
9.159315931593158266e-01 -1.188256452833085461e+02 1.156866320938059545e+02 3.962841624763145387e-01 8.686257589721665950e-02
9.160216021602159975e-01 -1.188152338402686325e+02 1.156556344036235657e+02 3.962838476866814008e-01 8.685985406820503907e-02
9.161116111611160573e-01 -1.188048251867188441e+02 1.156246496248392219e+02 3.962835330731224182e-01 8.685713296893123048e-02
9.162016201620161171e-01 -1.187944193214971023e+02 1.155936777522942407e+02 3.962832186358128395e-01 8.685441259945614334e-02
9.162916291629162879e-01 -1.187840162434420392e+02 1.155627187808888721e+02 3.962829043749306890e-01 8.685169295984053461e-02
9.163816381638163477e-01 -1.187736159513926140e+02 1.155317727054176515e+02 3.962825902906489950e-01 8.684897405014406491e-02
9.164716471647164076e-01 -1.187632184441883112e+02 1.155008395207685510e+02 3.962822763831450046e-01 8.684625587042571482e-02
9.165616561656164674e-01 -1.187528237206692694e+02 1.154699192216567525e+02 3.962819626525911909e-01 8.684353842074409024e-02
9.166516651665166382e-01 -1.187424317796756412e+02 1.154390118030121926e+02 3.962816490991615259e-01 8.684082170115670074e-02
9.167416741674166980e-01 -1.187320426200483752e+02 1.154081172596526841e+02 3.962813357230300926e-01 8.683810571172051462e-02
9.168316831683167578e-01 -1.187216562406289455e+02 1.153772355863574148e+02 3.962810225243683648e-01 8.683539045249200061e-02
9.169216921692168176e-01 -1.187112726402589402e+02 1.153463667779450077e+02 3.962807095033481497e-01 8.683267592352647557e-02
9.170117011701169885e-01 -1.187008918177807715e+02 1.153155108292625783e+02 3.962803966601409766e-01 8.682996212487913146e-02
9.171017101710170483e-01 -1.186905137720372068e+02 1.152846677351014790e+02 3.962800839949184306e-01 8.682724905660399450e-02
9.171917191719171081e-01 -1.186801385018715251e+02 1.152538374902837290e+02 3.962797715078504313e-01 8.682453671875475787e-02
9.172817281728172789e-01 -1.186697660061269630e+02 1.152230200896166110e+02 3.962794591991057880e-01 8.682182511138403225e-02
9.173717371737173387e-01 -1.186593962836482063e+02 1.151922155278452351e+02 3.962791470688547535e-01 8.681911423454399812e-02
9.174617461746173985e-01 -1.186490293332797705e+02 1.151614237997691390e+02 3.962788351172657486e-01 8.681640408828611433e-02
9.175517551755174583e-01 -1.186386651538664410e+02 1.151306449002596111e+02 3.962785233445053623e-01 8.681369467266104867e-02
9.176417641764176292e-01 -1.186283037442539978e+02 1.150998788240500801e+02 3.962782117507417934e-01 8.681098598771873343e-02
9.177317731773176890e-01 -1.186179451032886334e+02 1.150691255658917811e+02 3.962779003361433516e-01 8.680827803350871230e-02
9.178217821782177488e-01 -1.186075892298164547e+02 1.150383851206227490e+02 3.962775891008733509e-01 8.680557081007932163e-02
9.179117911791178086e-01 -1.185972361226847340e+02 1.150076574829886340e+02 3.962772780451004895e-01 8.680286431747863407e-02
9.180018001800179794e-01 -1.185868857807405874e+02 1.149769426478002572e+02 3.962769671689872486e-01 8.680015855575369532e-02
9.180918091809180392e-01 -1.185765382028320687e+02 1.149462406098128895e+02 3.962766564726995511e-01 8.679745352495106536e-02
9.181818181818180991e-01 -1.185661933878076439e+02 1.149155513637713710e+02 3.962763459564004886e-01 8.679474922511633272e-02
9.182718271827182699e-01 -1.185558513345161487e+02 1.148848749044404656e+02 3.962760356202544854e-01 8.679204565629501655e-02
9.183618361836183297e-01 -1.185455120418067025e+02 1.148542112266329696e+02 3.962757254644239668e-01 8.678934281853110944e-02
9.184518451845183895e-01 -1.185351755085294769e+02 1.148235603249937782e+02 3.962754154890710812e-01 8.678664071186840967e-02
9.185418541854184493e-01 -1.185248417335343873e+02 1.147929221943603153e+02 3.962751056943568106e-01 8.678393933634973023e-02
9.186318631863186202e-01 -1.185145107156723441e+02 1.147622968294582790e+02 3.962747960804436920e-01 8.678123869201746776e-02
9.187218721872186800e-01 -1.185041824537942858e+02 1.147316842250893814e+02 3.962744866474903760e-01 8.677853877891286705e-02
9.188118811881187398e-01 -1.184938569467522171e+02 1.147010843758941405e+02 3.962741773956581226e-01 8.677583959707700634e-02
9.189018901890187996e-01 -1.184835341933982136e+02 1.146704972766644062e+02 3.962738683251063598e-01 8.677314114654993693e-02
9.189918991899189704e-01 -1.184732141925844928e+02 1.146399229221882479e+02 3.962735594359921287e-01 8.677044342737075255e-02
9.190819081908190302e-01 -1.184628969431648358e+02 1.146093613070862176e+02 3.962732507284752459e-01 8.676774643957863020e-02
9.191719171917190900e-01 -1.184525824439924833e+02 1.145788124261301562e+02 3.962729422027136406e-01 8.676505018321113705e-02
9.192619261926191498e-01 -1.184422706939214436e+02 1.145482762740751639e+02 3.962726338588635766e-01 8.676235465830556270e-02
9.193519351935193207e-01 -1.184319616918062650e+02 1.145177528456100617e+02 3.962723256970814845e-01 8.675965986489855841e-02
9.194419441944193805e-01 -1.184216554365018794e+02 1.144872421354824326e+02 3.962720177175228509e-01 8.675696580302566518e-02
9.195319531953194403e-01 -1.184113519268640289e+02 1.144567441383305635e+02 3.962717099203443283e-01 8.675427247272232689e-02
9.196219621962196111e-01 -1.184010511617483701e+02 1.144262588489825703e+02 3.962714023056997381e-01 8.675157987402266901e-02
9.197119711971196709e-01 -1.183907531400113982e+02 1.143957862620477499e+02 3.962710948737430683e-01 8.674888800696035907e-02
9.198019801980197308e-01 -1.183804578605100630e+02 1.143653263722864466e+02 3.962707876246283067e-01 8.674619687156846781e-02
9.198919891989197906e-01 -1.183701653221017835e+02 1.143348791743455877e+02 3.962704805585086643e-01 8.674350646787899743e-02
9.199819981998199614e-01 -1.183598755236444049e+02 1.143044446629629221e+02 3.962701736755362414e-01 8.674081679592351990e-02
9.200720072007200212e-01 -1.183495884639962270e+02 1.142740228328101608e+02 3.962698669758631387e-01 8.673812785573277451e-02
9.201620162016200810e-01 -1.183393041420160046e+02 1.142436136785831735e+02 3.962695604596401244e-01 8.673543964733697320e-02
9.202520252025201408e-01 -1.183290225565631886e+02 1.142132171949633346e+02 3.962692541270187996e-01 8.673275217076521770e-02
9.203420342034203117e-01 -1.183187437064974290e+02 1.141828333766368218e+02 3.962689479781481561e-01 8.673006542604622116e-02
9.204320432043203715e-01 -1.183084675906790437e+02 1.141524622182583073e+02 3.962686420131791842e-01 8.672737941320793342e-02
9.205220522052204313e-01 -1.182981942079685354e+02 1.141221037145816553e+02 3.962683362322595437e-01 8.672469413227723578e-02
9.206120612061206021e-01 -1.182879235572275434e+02 1.140917578601745390e+02 3.962680306355378934e-01 8.672200958328085685e-02
9.207020702070206619e-01 -1.182776556373174941e+02 1.140614246497191147e+02 3.962677252231630032e-01 8.671932576624434563e-02
9.207920792079207217e-01 -1.182673904471004676e+02 1.140311040779580054e+02 3.962674199952813114e-01 8.671664268119276542e-02
9.208820882088207815e-01 -1.182571279854391975e+02 1.140007961394993288e+02 3.962671149520397562e-01 8.671396032815030519e-02
9.209720972097209524e-01 -1.182468682511968296e+02 1.139705008289989792e+02 3.962668100935844429e-01 8.671127870714039065e-02
9.210621062106210122e-01 -1.182366112432371494e+02 1.139402181410962811e+02 3.962665054200609771e-01 8.670859781818612833e-02
9.211521152115210720e-01 -1.182263569604239279e+02 1.139099480704869052e+02 3.962662009316137990e-01 8.670591766130919531e-02
9.212421242124211318e-01 -1.182161054016218884e+02 1.138796906117791821e+02 3.962658966283874040e-01 8.670323823653112993e-02
9.213321332133213026e-01 -1.182058565656961946e+02 1.138494457596034977e+02 3.962655925105266763e-01 8.670055954387259622e-02
9.214221422142213624e-01 -1.181956104515120529e+02 1.138192135086808605e+02 3.962652885781731138e-01 8.669788158335334227e-02
9.215121512151214223e-01 -1.181853670579359772e+02 1.137889938535314514e+02 3.962649848314704903e-01 8.669520435499276922e-02
9.216021602160215931e-01 -1.181751263838340122e+02 1.137587867889009914e+02 3.962646812705610810e-01 8.669252785880893208e-02
9.216921692169216529e-01 -1.181648884280734393e+02 1.137285923093152462e+02 3.962643778955857177e-01 8.668985209481981646e-02
9.217821782178217127e-01 -1.181546531895215963e+02 1.136984104094996866e+02 3.962640747066857316e-01 8.668717706304229775e-02
9.218721872187217725e-01 -1.181444206670463046e+02 1.136682410840112993e+02 3.962637717040002339e-01 8.668450276349247419e-02
9.219621962196219433e-01 -1.181341908595164085e+02 1.136380843274504855e+02 3.962634688876709999e-01 8.668182919618604154e-02
9.220522052205220032e-01 -1.181239637658003545e+02 1.136079401345231901e+02 3.962631662578356972e-01 8.667915636113775191e-02
9.221422142214220630e-01 -1.181137393847678680e+02 1.135778084997540418e+02 3.962628638146334370e-01 8.667648425836146919e-02
9.222322232223221228e-01 -1.181035177152888451e+02 1.135476894177731850e+02 3.962625615582028860e-01 8.667381288787066873e-02
9.223222322232222936e-01 -1.180932987562332386e+02 1.135175828832647937e+02 3.962622594886803240e-01 8.667114224967778502e-02
9.224122412241223534e-01 -1.180830825064728771e+02 1.134874888906165609e+02 3.962619576062039184e-01 8.666847234379485010e-02
9.225022502250224132e-01 -1.180728689648779266e+02 1.134574074347063544e+02 3.962616559109085612e-01 8.666580317023270252e-02
9.225922592259225841e-01 -1.180626581303208837e+02 1.134273385099658782e+02 3.962613544029304768e-01 8.666313472900179227e-02
9.226822682268226439e-01 -1.180524500016738756e+02 1.133972821110135385e+02 3.962610530824049460e-01 8.666046702011177827e-02
9.227722772277227037e-01 -1.180422445778101093e+02 1.133672382324084822e+02 3.962607519494676378e-01 8.665780004357173660e-02
9.228622862286227635e-01 -1.180320418576022519e+02 1.133372068687874616e+02 3.962604510042500583e-01 8.665513379938934169e-02
9.229522952295229343e-01 -1.180218418399245905e+02 1.133071880146981272e+02 3.962601502468878767e-01 8.665246828757267039e-02
9.230423042304229941e-01 -1.180116445236512988e+02 1.132771816647188245e+02 3.962598496775132650e-01 8.664980350812785670e-02
9.231323132313230539e-01 -1.180014499076566779e+02 1.132471878135095551e+02 3.962595492962576182e-01 8.664713946106109010e-02
9.232223222322231138e-01 -1.179912579908164787e+02 1.132172064555410316e+02 3.962592491032533304e-01 8.664447614637738049e-02
9.233123312331232846e-01 -1.179810687720065943e+02 1.131872375853359074e+02 3.962589490986320184e-01 8.664181356408154344e-02
9.234023402340233444e-01 -1.179708822501028322e+02 1.131572811975690769e+02 3.962586492825236895e-01 8.663915171417710392e-02
9.234923492349234042e-01 -1.179606984239818104e+02 1.131273372868093219e+02 3.962583496550574624e-01 8.663649059666697627e-02
9.235823582358235750e-01 -1.179505172925211411e+02 1.130974058475280088e+02 3.962580502163638441e-01 8.663383021155357522e-02
9.236723672367236349e-01 -1.179403388545984370e+02 1.130674868742953834e+02 3.962577509665719533e-01 8.663117055883835793e-02
9.237623762376236947e-01 -1.179301631090916800e+02 1.130375803617271231e+02 3.962574519058084666e-01 8.662851163852210157e-02
9.238523852385237545e-01 -1.179199900548795341e+02 1.130076863043372128e+02 3.962571530342021142e-01 8.662585345060476449e-02
9.239423942394239253e-01 -1.179098196908415304e+02 1.129778046966233234e+02 3.962568543518800723e-01 8.662319599508580548e-02
9.240324032403239851e-01 -1.178996520158570718e+02 1.129479355331712753e+02 3.962565558589683512e-01 8.662053927196378122e-02
9.241224122412240449e-01 -1.178894870288061298e+02 1.129180788085461984e+02 3.962562575555924616e-01 8.661788328123631864e-02
9.242124212421241047e-01 -1.178793247285696992e+02 1.128882345172287245e+02 3.962559594418790798e-01 8.661522802290065604e-02
9.243024302430242756e-01 -1.178691651140287320e+02 1.128584026537641165e+02 3.962556615179521624e-01 8.661257349695308805e-02
9.243924392439243354e-01 -1.178590081840649759e+02 1.128285832126813943e+02 3.962553637839359988e-01 8.660991970338914603e-02
9.244824482448243952e-01 -1.178488539375603352e+02 1.127987761885229645e+02 3.962550662399536572e-01 8.660726664220387561e-02
9.245724572457245660e-01 -1.178387023733975667e+02 1.127689815757787528e+02 3.962547688861285389e-01 8.660461431339115668e-02
9.246624662466246258e-01 -1.178285534904596972e+02 1.127391993689991239e+02 3.962544717225829904e-01 8.660196271694445280e-02
9.247524752475246856e-01 -1.178184072876306061e+02 1.127094295626754388e+02 3.962541747494398581e-01 8.659931185285656141e-02
9.248424842484247455e-01 -1.178082637637939456e+02 1.126796721513254198e+02 3.962538779668188793e-01 8.659666172111911420e-02
9.249324932493249163e-01 -1.177981229178347178e+02 1.126499271294334363e+02 3.962535813748424007e-01 8.659401232172336815e-02
9.250225022502249761e-01 -1.177879847486376690e+02 1.126201944915527378e+02 3.962532849736287721e-01 8.659136365465973373e-02
9.251125112511250359e-01 -1.177778492550884550e+02 1.125904742321883134e+02 3.962529887632989523e-01 8.658871571991791360e-02
9.252025202520250957e-01 -1.177677164360734565e+02 1.125607663457439429e+02 3.962526927439715130e-01 8.658606851748677780e-02
9.252925292529252665e-01 -1.177575862904788551e+02 1.125310708268323765e+02 3.962523969157649151e-01 8.658342204735440528e-02
9.253825382538253264e-01 -1.177474588171918128e+02 1.125013876698653519e+02 3.962521012787966757e-01 8.658077630950838932e-02
9.254725472547253862e-01 -1.177373340151000605e+02 1.124717168693657499e+02 3.962518058331840898e-01 8.657813130393521295e-02
9.255625562556255570e-01 -1.177272118830915133e+02 1.124420584197765010e+02 3.962515105790443970e-01 8.657548703062102613e-02
9.256525652565256168e-01 -1.177170924200547830e+02 1.124124123156136363e+02 3.962512155164937266e-01 8.657284348955097963e-02
9.257425742574256766e-01 -1.177069756248786661e+02 1.123827785514086486e+02 3.962509206456470978e-01 8.657020068070953034e-02
9.258325832583257364e-01 -1.176968614964529536e+02 1.123531571215749523e+02 3.962506259666189190e-01 8.656755860408021919e-02
9.259225922592259073e-01 -1.176867500336678347e+02 1.123235480205225940e+02 3.962503314795248754e-01 8.656491725964626793e-02
9.260126012601259671e-01 -1.176766412354132569e+02 1.122939512429084914e+02 3.962500371844774327e-01 8.656227664738964933e-02
9.261026102610260269e-01 -1.176665351005811715e+02 1.122643667829596410e+02 3.962497430815917210e-01 8.655963676729216960e-02
9.261926192619260867e-01 -1.176564316280624354e+02 1.122347946352984422e+02 3.962494491709784294e-01 8.655699761933430270e-02
9.262826282628262575e-01 -1.176463308167493551e+02 1.122052347943316590e+02 3.962491554527511894e-01 8.655435920349606460e-02
9.263726372637263173e-01 -1.176362326655341946e+02 1.121756872545517894e+02 3.962488619270199131e-01 8.655172151975673578e-02
9.264626462646263771e-01 -1.176261371733101839e+02 1.121461520103672314e+02 3.962485685938967328e-01 8.654908456809479178e-02
9.265526552655265480e-01 -1.176160443389709513e+02 1.121166290562507442e+02 3.962482754534922269e-01 8.654644834848801427e-02
9.266426642664266078e-01 -1.176059541614104234e+02 1.120871183866378971e+02 3.962479825059153082e-01 8.654381286091344938e-02
9.267326732673266676e-01 -1.175958666395229812e+02 1.120576199960094215e+02 3.962476897512748342e-01 8.654117810534724120e-02
9.268226822682267274e-01 -1.175857817722038590e+02 1.120281338787536640e+02 3.962473971896801062e-01 8.653854408176504809e-02
9.269126912691268982e-01 -1.175756995583486315e+02 1.119986600293022150e+02 3.962471048212405367e-01 8.653591079014169574e-02
9.270027002700269581e-01 -1.175656199968533855e+02 1.119691984421001791e+02 3.962468126460615969e-01 8.653327823045096900e-02
9.270927092709270179e-01 -1.175555430866141648e+02 1.119397491116527021e+02 3.962465206642504789e-01 8.653064640266630581e-02
9.271827182718270777e-01 -1.175454688265286052e+02 1.119103120322921825e+02 3.962462288759141527e-01 8.652801530676028363e-02
9.272727272727272485e-01 -1.175353972154939299e+02 1.118808871984746531e+02 3.962459372811582559e-01 8.652538494270461955e-02
9.273627362736273083e-01 -1.175253282524082294e+02 1.118514746046209893e+02 3.962456458800874826e-01 8.652275531047023960e-02
9.274527452745273681e-01 -1.175152619361701340e+02 1.118220742451613319e+02 3.962453546728074705e-01 8.652012641002779225e-02
9.275427542754275390e-01 -1.175051982656786436e+02 1.117926861144758988e+02 3.962450636594214703e-01 8.651749824134652433e-02
9.276327632763275988e-01 -1.174951372398332552e+02 1.117633102070240483e+02 3.962447728400328439e-01 8.651487080439530797e-02
9.277227722772276586e-01 -1.174850788575340061e+02 1.117339465172067179e+02 3.962444822147449530e-01 8.651224409914232139e-02
9.278127812781277184e-01 -1.174750231176814879e+02 1.117045950393982423e+02 3.962441917836593830e-01 8.650961812555477137e-02
9.279027902790278892e-01 -1.174649700191768602e+02 1.116752557679864424e+02 3.962439015468789960e-01 8.650699288359924022e-02
9.279927992799279490e-01 -1.174549195609216810e+02 1.116459286973981477e+02 3.962436115045044338e-01 8.650436837324171346e-02
9.280828082808280088e-01 -1.174448717418177210e+02 1.116166138220989268e+02 3.962433216566357275e-01 8.650174459444696928e-02
9.281728172817280687e-01 -1.174348265607680304e+02 1.115873111363356429e+02 3.962430320033738518e-01 8.649912154717973034e-02
9.282628262826282395e-01 -1.174247840166750763e+02 1.115580206346600391e+02 3.962427425448172835e-01 8.649649923140322050e-02
9.283528352835282993e-01 -1.174147441084432302e+02 1.115287423112869760e+02 3.962424532810662758e-01 8.649387764708049708e-02
9.284428442844283591e-01 -1.174047068349755705e+02 1.114994761608205636e+02 3.962421642122180288e-01 8.649125679417361823e-02
9.285328532853285299e-01 -1.173946721951778613e+02 1.114702221773571296e+02 3.962418753383704639e-01 8.648863667264392041e-02
9.286228622862285897e-01 -1.173846401879542896e+02 1.114409803555257241e+02 3.962415866596209479e-01 8.648601728245206011e-02
9.287128712871286496e-01 -1.173746108122107330e+02 1.114117506896059240e+02 3.962412981760659036e-01 8.648339862355793051e-02
9.288028802880287094e-01 -1.173645840668536238e+02 1.113825331739014928e+02 3.962410098878016984e-01 8.648078069592056438e-02
9.288928892889288802e-01 -1.173545599507890813e+02 1.113533278029131566e+02 3.962407217949238114e-01 8.647816349949843939e-02
9.289828982898289400e-01 -1.173445384629243478e+02 1.113241345709422632e+02 3.962404338975257789e-01 8.647554703424892297e-02
9.290729072907289998e-01 -1.173345196021674326e+02 1.112949534723163367e+02 3.962401461957044124e-01 8.647293130012938256e-02
9.291629162916290596e-01 -1.173245033674261038e+02 1.112657845014375653e+02 3.962398586895511388e-01 8.647031629709556189e-02
9.292529252925292305e-01 -1.173144897576090102e+02 1.112366276526899895e+02 3.962395713791605489e-01 8.646770202510296877e-02
9.293429342934292903e-01 -1.173044787716254405e+02 1.112074829203870934e+02 3.962392842646242919e-01 8.646508848410625059e-02
9.294329432943293501e-01 -1.172944704083851519e+02 1.111783502988368042e+02 3.962389973460351822e-01 8.646247567405937473e-02
9.295229522952294099e-01 -1.172844646667981579e+02 1.111492297824722897e+02 3.962387106234844802e-01 8.645986359491557305e-02
9.296129612961295807e-01 -1.172744615457751252e+02 1.111201213655864706e+02 3.962384240970626692e-01 8.645725224662702268e-02
9.297029702970296405e-01 -1.172644610442272608e+02 1.110910250425701236e+02 3.962381377668603988e-01 8.645464162914553996e-02
9.297929792979297003e-01 -1.172544631610662691e+02 1.110619408077348709e+02 3.962378516329670974e-01 8.645203174242216404e-02
9.298829882988298712e-01 -1.172444678952043944e+02 1.110328686554038029e+02 3.962375656954726932e-01 8.644942258640696264e-02
9.299729972997299310e-01 -1.172344752455544210e+02 1.110038085799220511e+02 3.962372799544649493e-01 8.644681416104936511e-02
9.300630063006299908e-01 -1.172244852110294602e+02 1.109747605756103042e+02 3.962369944100325170e-01 8.644420646629821792e-02
9.301530153015300506e-01 -1.172144977905434615e+02 1.109457246367944947e+02 3.962367090622628818e-01 8.644159950210132670e-02
9.302430243024302214e-01 -1.172045129830103036e+02 1.109167007578329702e+02 3.962364239112424191e-01 8.643899326840591424e-02
9.303330333033302812e-01 -1.171945307873450588e+02 1.108876889330261690e+02 3.962361389570577819e-01 8.643638776515863431e-02
9.304230423042303411e-01 -1.171845512024628562e+02 1.108586891566775705e+02 3.962358541997951233e-01 8.643378299230497497e-02
9.305130513051304009e-01 -1.171745742272794786e+02 1.108297014231378199e+02 3.962355696395387650e-01 8.643117894979004956e-02
9.306030603060305717e-01 -1.171645998607114052e+02 1.108007257266744574e+02 3.962352852763740829e-01 8.642857563755830530e-02
9.306930693069306315e-01 -1.171546281016751152e+02 1.107717620616631677e+02 3.962350011103847325e-01 8.642597305555285714e-02
9.307830783078306913e-01 -1.171446589490884094e+02 1.107428104223020142e+02 3.962347171416545355e-01 8.642337120371676451e-02
9.308730873087308622e-01 -1.171346924018686053e+02 1.107138708030167606e+02 3.962344333702664256e-01 8.642077008199192112e-02
9.309630963096309220e-01 -1.171247284589344133e+02 1.106849431980494955e+02 3.962341497963027259e-01 8.641816969031963780e-02
9.310531053105309818e-01 -1.171147671192044157e+02 1.106560276017291926e+02 3.962338664198447047e-01 8.641557002864040660e-02
9.311431143114310416e-01 -1.171048083815982608e+02 1.106271240082977272e+02 3.962335832409740743e-01 8.641297109689415057e-02
9.312331233123312124e-01 -1.170948522450356108e+02 1.105982324121007565e+02 3.962333002597719367e-01 8.641037289501990459e-02
9.313231323132312722e-01 -1.170848987084370521e+02 1.105693528073967826e+02 3.962330174763177837e-01 8.640777542295589864e-02
9.314131413141313320e-01 -1.170749477707231847e+02 1.105404851885438404e+02 3.962327348906911073e-01 8.640517868063975204e-02
9.315031503150313918e-01 -1.170649994308159592e+02 1.105116295496703032e+02 3.962324525029712330e-01 8.640258266800836251e-02
9.315931593159315627e-01 -1.170550536876368710e+02 1.104827858852053168e+02 3.962321703132364314e-01 8.639998738499762854e-02
9.316831683168316225e-01 -1.170451105401084106e+02 1.104539541894092594e+02 3.962318883215644183e-01 8.639739283154328209e-02
9.317731773177316823e-01 -1.170351699871538784e+02 1.104251344564805777e+02 3.962316065280326316e-01 8.639479900757965347e-02
9.318631863186318531e-01 -1.170252320276963189e+02 1.103963266807946866e+02 3.962313249327177878e-01 8.639220591304064278e-02
9.319531953195319129e-01 -1.170152966606600557e+02 1.103675308565541968e+02 3.962310435356957705e-01 8.638961354785952562e-02
9.320432043204319728e-01 -1.170053638849695830e+02 1.103387469780234085e+02 3.962307623370430187e-01 8.638702191196859226e-02
9.321332133213320326e-01 -1.169954336995497925e+02 1.103099750395430192e+02 3.962304813368331402e-01 8.638443100529960561e-02
9.322232223222322034e-01 -1.169855061033261165e+02 1.102812150353227452e+02 3.962302005351412970e-01 8.638184082778341266e-02
9.323132313231322632e-01 -1.169755810952249817e+02 1.102524669596027422e+02 3.962299199320422072e-01 8.637925137935026365e-02
9.324032403240323230e-01 -1.169656586741727438e+02 1.102237308066596739e+02 3.962296395276079242e-01 8.637666265992959003e-02
9.324932493249323828e-01 -1.169557388390968242e+02 1.101950065707001301e+02 3.962293593219124443e-01 8.637407466945024037e-02
9.325832583258325537e-01 -1.169458215889242751e+02 1.101662942461052666e+02 3.962290793150267110e-01 8.637148740783986978e-02
9.326732673267326135e-01 -1.169359069225835412e+02 1.101375938270544168e+02 3.962287995070226110e-01 8.636890087502595292e-02
9.327632763276326733e-01 -1.169259948390033941e+02 1.101089053077551227e+02 3.962285198979721978e-01 8.636631507093522897e-02
9.328532853285328441e-01 -1.169160853371129605e+02 1.100802286824535372e+02 3.962282404879451381e-01 8.636372999549310481e-02
9.329432943294329039e-01 -1.169061784158414383e+02 1.100515639455202717e+02 3.962279612770112092e-01 8.636114564862466814e-02
9.330333033303329637e-01 -1.168962740741199440e+02 1.100229110909944978e+02 3.962276822652409103e-01 8.635856203025445155e-02
9.331233123312330235e-01 -1.168863723108784569e+02 1.099942701132613792e+02 3.962274034527020206e-01 8.635597914030582190e-02
9.332133213321331944e-01 -1.168764731250484203e+02 1.099656410065168188e+02 3.962271248394634293e-01 8.635339697870171582e-02
9.333033303330332542e-01 -1.168665765155617038e+02 1.099370237649829818e+02 3.962268464255923606e-01 8.635081554536426507e-02
9.333933393339333140e-01 -1.168566824813505889e+02 1.099084183828913268e+02 3.962265682111563714e-01 8.634823484021479645e-02
9.334833483348333738e-01 -1.168467910213478547e+02 1.098798248544451042e+02 3.962262901962222417e-01 8.634565486317391514e-02
9.335733573357335446e-01 -1.168369021344867491e+02 1.098512431738988084e+02 3.962260123808551970e-01 8.634307561416157406e-02
9.336633663366336044e-01 -1.168270158197010602e+02 1.098226733354995446e+02 3.962257347651209072e-01 8.634049709309693510e-02
