T U C_V $Q_{6}$ $P_{2}$ $n_{Q_{6}}$
9.669666966696669475e-01 -1.142453863937980429e+02 1.010205937922430337e+02 3.326886954493410986e-01 9.446340771548757120e-02 2.230416806903339540e-03
9.670567056705670073e-01 -1.142362946080689028e+02 1.009988864803779762e+02 3.326882691395836589e-01 9.446106912784363319e-02 2.230431750756993632e-03
9.671467146714670671e-01 -1.142272047758233100e+02 1.009771873835030220e+02 3.326878427206245159e-01 9.445873085839223693e-02 2.230446688022233448e-03
9.672367236723671269e-01 -1.142181168963224991e+02 1.009554964878273893e+02 3.326874161932127372e-01 9.445639290697617485e-02 2.230461618690993391e-03
9.673267326732672977e-01 -1.142090309688292109e+02 1.009338137795075170e+02 3.326869895580961134e-01 9.445405527344026553e-02 2.230476542755158859e-03
9.674167416741673575e-01 -1.141999469926066126e+02 1.009121392448822974e+02 3.326865628160219912e-01 9.445171795762949407e-02 2.230491460206548027e-03
9.675067506750674173e-01 -1.141908649669201878e+02 1.008904728700745039e+02 3.326861359677378838e-01 9.444938095939091338e-02 2.230506371036923129e-03
9.675967596759675882e-01 -1.141817848910355480e+02 1.008688146414844624e+02 3.326857090139901940e-01 9.444704427857193718e-02 2.230521275238002595e-03
9.676867686768676480e-01 -1.141727067642204645e+02 1.008471645453120971e+02 3.326852819555260465e-01 9.444470791502176943e-02 2.230536172801424622e-03
9.677767776777677078e-01 -1.141636305857432205e+02 1.008255225679278055e+02 3.326848547930908451e-01 9.444237186859039124e-02 2.230551063718791849e-03
9.678667866786677676e-01 -1.141545563548741313e+02 1.008038886955871192e+02 3.326844275274311036e-01 9.444003613912921313e-02 2.230565947981641428e-03
9.679567956795679384e-01 -1.141454840708839242e+02 1.007822629146694311e+02 3.326840001592918372e-01 9.443770072649074199e-02 2.230580825581452396e-03
9.680468046804679982e-01 -1.141364137330448045e+02 1.007606452115246469e+02 3.326835726894165068e-01 9.443536563052812305e-02 2.230595696509636572e-03
9.681368136813680580e-01 -1.141273453406308107e+02 1.007390355724964337e+02 3.326831451185521260e-01 9.443303085109677752e-02 2.230610560757577149e-03
9.682268226822681179e-01 -1.141182788929164218e+02 1.007174339839959885e+02 3.326827174474417670e-01 9.443069638805220989e-02 2.230625418316567986e-03
9.683168316831682887e-01 -1.141092143891774526e+02 1.006958404324437595e+02 3.326822896768286686e-01 9.442836224125125688e-02 2.230640269177860003e-03
9.684068406840683485e-01 -1.141001518286913381e+02 1.006742549042520665e+02 3.326818618074569023e-01 9.442602841055261487e-02 2.230655113332651648e-03
9.684968496849684083e-01 -1.140910912107365505e+02 1.006526773858269195e+02 3.326814338400694293e-01 9.442369489581538267e-02 2.230669950772069376e-03
9.685868586858685791e-01 -1.140820325345927131e+02 1.006311078636650080e+02 3.326810057754087668e-01 9.442136169690008851e-02 2.230684781487193239e-03
9.686768676867686390e-01 -1.140729757995405151e+02 1.006095463242684929e+02 3.326805776142170434e-01 9.441902881366832923e-02 2.230699605469036936e-03
9.687668766876686988e-01 -1.140639210048621663e+02 1.005879927540710526e+02 3.326801493572357216e-01 9.441669624598285349e-02 2.230714422708562125e-03
9.688568856885687586e-01 -1.140548681498411270e+02 1.005664471395893429e+02 3.326797210052072629e-01 9.441436399370763122e-02 2.230729233196675817e-03
9.689468946894689294e-01 -1.140458172337618521e+02 1.005449094673627428e+02 3.326792925588719640e-01 9.441203205670777032e-02 2.230744036924216505e-03
9.690369036903689892e-01 -1.140367682559098057e+02 1.005233797239766460e+02 3.326788640189705659e-01 9.440970043484939178e-02 2.230758833881966302e-03
9.691269126912690490e-01 -1.140277212155721571e+02 1.005018578959364959e+02 3.326784353862432542e-01 9.440736912799976843e-02 2.230773624060658749e-03
9.692169216921691088e-01 -1.140186761120370420e+02 1.004803439698517877e+02 3.326780066614299924e-01 9.440503813602747762e-02 2.230788407450960166e-03
9.693069306930692797e-01 -1.140096329445937897e+02 1.004588379322908196e+02 3.326775778452697452e-01 9.440270745880184611e-02 2.230803184043477893e-03
9.693969396939693395e-01 -1.140005917125328807e+02 1.004373397699065862e+02 3.326771489385020319e-01 9.440037709619379658e-02 2.230817953828759855e-03
9.694869486948693993e-01 -1.139915524151465434e+02 1.004158494692566137e+02 3.326767199418659837e-01 9.439804704807534808e-02 2.230832716797314947e-03
9.695769576957695701e-01 -1.139825150517269776e+02 1.003943670170798299e+02 3.326762908560980114e-01 9.439571731431890822e-02 2.230847472939557086e-03
9.696669666966696299e-01 -1.139734796215689840e+02 1.003728923999771894e+02 3.326758616819376901e-01 9.439338789479911895e-02 2.230862222245870701e-03
9.697569756975696897e-01 -1.139644461239675906e+02 1.003514256046825608e+02 3.326754324201213753e-01 9.439105878939076100e-02 2.230876964706572999e-03
9.698469846984697496e-01 -1.139554145582196298e+02 1.003299666178189113e+02 3.326750030713866435e-01 9.438872999797034979e-02 2.230891700311919169e-03
9.699369936993699204e-01 -1.139463849236224888e+02 1.003085154261943188e+02 3.326745736364687400e-01 9.438640152041519182e-02 2.230906429052106291e-03
9.700270027002699802e-01 -1.139373572194754871e+02 1.002870720165002041e+02 3.326741441161057411e-01 9.438407335660405073e-02 2.230921150917277232e-03
9.701170117011700400e-01 -1.139283314450785554e+02 1.002656363754911695e+02 3.326737145110316152e-01 9.438174550641621752e-02 2.230935865897508506e-03
9.702070207020700998e-01 -1.139193075997332869e+02 1.002442084899172983e+02 3.326732848219827177e-01 9.437941796973278730e-02 2.230950573982821549e-03
9.702970297029702706e-01 -1.139102856827419998e+02 1.002227883465975680e+02 3.326728550496935166e-01 9.437709074643557683e-02 2.230965275163181421e-03
9.703870387038703305e-01 -1.139012656934083196e+02 1.002013759323407243e+02 3.326724251948977029e-01 9.437476383640729105e-02 2.230979969428481188e-03
9.704770477047703903e-01 -1.138922476310375060e+02 1.001799712339277306e+02 3.326719952583303552e-01 9.437243723953238350e-02 2.230994656768574887e-03
9.705670567056705611e-01 -1.138832314949352167e+02 1.001585742382450519e+02 3.326715652407241652e-01 9.437011095569575181e-02 2.231009337173241094e-03
9.706570657065706209e-01 -1.138742172844091982e+02 1.001371849321264591e+02 3.326711351428131569e-01 9.436778498478379240e-02 2.231024010632202004e-03
9.707470747074706807e-01 -1.138652049987675952e+02 1.001158033024512264e+02 3.326707049653296888e-01 9.436545932668383152e-02 2.231038677135122571e-03
9.708370837083707405e-01 -1.138561946373202147e+02 1.000944293360922188e+02 3.326702747090053980e-01 9.436313398128451380e-02 2.231053336671607028e-03
9.709270927092709114e-01 -1.138471861993776884e+02 1.000730630200083198e+02 3.326698443745729761e-01 9.436080894847508060e-02 2.231067989231206704e-03
9.710171017101709712e-01 -1.138381796842522675e+02 1.000517043410690690e+02 3.326694139627631164e-01 9.435848422814648029e-02 2.231082634803396164e-03
9.711071107110710310e-01 -1.138291750912568432e+02 1.000303532862762523e+02 3.326689834743075114e-01 9.435615982019036896e-02 2.231097273377608773e-03
9.711971197119710908e-01 -1.138201724197058979e+02 1.000090098425711318e+02 3.326685529099356331e-01 9.435383572449959622e-02 2.231111904943206773e-03
9.712871287128712616e-01 -1.138111716689149659e+02 9.998767399692506785e+01 3.326681222703783969e-01 9.435151194096801086e-02 2.231126529489493426e-03
9.713771377137713214e-01 -1.138021728382007325e+02 9.996634573634338494e+01 3.326676915563649972e-01 9.434918846949065518e-02 2.231141147005719083e-03
9.714671467146713812e-01 -1.137931759268810907e+02 9.994502504783444863e+01 3.326672607686250727e-01 9.434686530996366782e-02 2.231155757481069913e-03
9.715571557155715521e-01 -1.137841809342749286e+02 9.992371191844819123e+01 3.326668299078865965e-01 9.434454246228410335e-02 2.231170360904662694e-03
9.716471647164716119e-01 -1.137751878597026121e+02 9.990240633522998337e+01 3.326663989748788186e-01 9.434221992635036247e-02 2.231184957265574739e-03
9.717371737173716717e-01 -1.137661967024853169e+02 9.988110828524739304e+01 3.326659679703279915e-01 9.433989770206152592e-02 2.231199546552800530e-03
9.718271827182717315e-01 -1.137572074619458817e+02 9.985981775556720663e+01 3.326655368949636982e-01 9.433757578931835364e-02 2.231214128755292479e-03
9.719171917191719023e-01 -1.137482201374076851e+02 9.983853473332085571e+01 3.326651057495110808e-01 9.433525418802209128e-02 2.231228703861930143e-03
9.720072007200719622e-01 -1.137392347281955836e+02 9.981725920564855414e+01 3.326646745346973910e-01 9.433293289807520576e-02 2.231243271861541033e-03
9.720972097209720220e-01 -1.137302512336357410e+02 9.979599115963763722e+01 3.326642432512488257e-01 9.433061191938138523e-02 2.231257832742885878e-03
9.721872187218720818e-01 -1.137212696530553018e+02 9.977473058249007920e+01 3.326638118998900273e-01 9.432829125184540031e-02 2.231272386494671627e-03
9.722772277227722526e-01 -1.137122899857823626e+02 9.975347746138196214e+01 3.326633804813469708e-01 9.432597089537289592e-02 2.231286933105537142e-03
9.723672367236723124e-01 -1.137033122311467395e+02 9.973223178345000406e+01 3.326629489963439101e-01 9.432365084987046067e-02 2.231301472564069244e-03
9.724572457245723722e-01 -1.136943363884787601e+02 9.971099353596466131e+01 3.326625174456052658e-01 9.432133111524633462e-02 2.231316004858787533e-03
9.725472547254725431e-01 -1.136853624571105144e+02 9.968976270609543633e+01 3.326620858298549033e-01 9.431901169140935459e-02 2.231330529978153929e-03
9.726372637263726029e-01 -1.136763904363744757e+02 9.966853928118214867e+01 3.326616541498151336e-01 9.431669257826920394e-02 2.231345047910564868e-03
9.727272727272726627e-01 -1.136674203256048230e+02 9.964732324846548295e+01 3.326612224062094336e-01 9.431437377573702319e-02 2.231359558644363007e-03
9.728172817281727225e-01 -1.136584521241370709e+02 9.962611459514297962e+01 3.326607905997601700e-01 9.431205528372513247e-02 2.231374062167828555e-03
9.729072907290728933e-01 -1.136494858313073593e+02 9.960491330858224046e+01 3.326603587311887655e-01 9.430973710214644867e-02 2.231388558469178836e-03
9.729972997299729531e-01 -1.136405214464531355e+02 9.958371937610961311e+01 3.326599268012170874e-01 9.430741923091516543e-02 2.231403047536569591e-03
9.730873087308730129e-01 -1.136315589689132395e+02 9.956253278504267712e+01 3.326594948105660032e-01 9.430510166994669763e-02 2.231417529358101053e-03
9.731773177317730728e-01 -1.136225983980271792e+02 9.954135352273843296e+01 3.326590627599553263e-01 9.430278441915691812e-02 2.231432003921805362e-03
9.732673267326732436e-01 -1.136136397331359404e+02 9.952018157657393260e+01 3.326586306501055357e-01 9.430046747846335120e-02 2.231446471215656115e-03
9.733573357335733034e-01 -1.136046829735817880e+02 9.949901693392340007e+01 3.326581984817358340e-01 9.429815084778445100e-02 2.231460931227569663e-03
9.734473447344733632e-01 -1.135957281187077115e+02 9.947785958221754754e+01 3.326577662555660897e-01 9.429583452703950430e-02 2.231475383945398169e-03
9.735373537353734230e-01 -1.135867751678580220e+02 9.945670950887264894e+01 3.326573339723127298e-01 9.429351851614889424e-02 2.231489829356932651e-03
9.736273627362735938e-01 -1.135778241203782528e+02 9.943556670132116437e+01 3.326569016326960671e-01 9.429120281503412804e-02 2.231504267449902542e-03
9.737173717371736537e-01 -1.135688749756149178e+02 9.941443114704446771e+01 3.326564692374319177e-01 9.428888742361755948e-02 2.231518698211976993e-03
9.738073807380737135e-01 -1.135599277329159520e+02 9.939330283347483430e+01 3.326560367872392621e-01 9.428657234182316604e-02 2.231533121630769213e-03
9.738973897389738843e-01 -1.135509823916297449e+02 9.937218174819116712e+01 3.326556042828326398e-01 9.428425756957488357e-02 2.231547537693816946e-03
9.739873987398739441e-01 -1.135420389511066475e+02 9.935106787862555677e+01 3.326551717249290330e-01 9.428194310679856305e-02 2.231561946388611970e-03
9.740774077407740039e-01 -1.135330974106972661e+02 9.932996121242564413e+01 3.326547391142443133e-01 9.427962895342080485e-02 2.231576347702576672e-03
9.741674167416740637e-01 -1.135241577697544102e+02 9.930886173700787367e+01 3.326543064514929648e-01 9.427731510936925019e-02 2.231590741623073592e-03
9.742574257425742346e-01 -1.135152200276311021e+02 9.928776944000037474e+01 3.326538737373898602e-01 9.427500157457245622e-02 2.231605128137408890e-03
9.743474347434742944e-01 -1.135062841836818137e+02 9.926668430899756856e+01 3.326534409726499275e-01 9.427268834896025684e-02 2.231619507232816737e-03
9.744374437443743542e-01 -1.134973502372617702e+02 9.924560633164826129e+01 3.326530081579848752e-01 9.427037543246295781e-02 2.231633878896480128e-03
9.745274527452744140e-01 -1.134884181877282145e+02 9.922453549548323792e+01 3.326525752941096314e-01 9.426806282501265510e-02 2.231648243115515705e-03
9.746174617461745848e-01 -1.134794880344384325e+02 9.920347178822940748e+01 3.326521423817359047e-01 9.426575052654166675e-02 2.231662599876975493e-03
9.747074707470746446e-01 -1.134705597767517560e+02 9.918241519746318602e+01 3.326517094215760695e-01 9.426343853698403163e-02 2.231676949167859473e-03
9.747974797479747044e-01 -1.134616334140278013e+02 9.916136571094352803e+01 3.326512764143421674e-01 9.426112685627435761e-02 2.231691290975098239e-03
9.748874887488748753e-01 -1.134527089456277622e+02 9.914032331634398076e+01 3.326508433607445192e-01 9.425881548434812685e-02 2.231705625285563405e-03
9.749774977497749351e-01 -1.134437863709140970e+02 9.911928800133117079e+01 3.326504102614938896e-01 9.425650442114244520e-02 2.231719952086061529e-03
9.750675067506749949e-01 -1.134348656892498468e+02 9.909825975370635831e+01 3.326499771173008213e-01 9.425419366659472387e-02 2.231734271363346699e-03
9.751575157515750547e-01 -1.134259468999997580e+02 9.907723856114897387e+01 3.326495439288750799e-01 9.425188322064394220e-02 2.231748583104102741e-03
9.752475247524752255e-01 -1.134170300025289748e+02 9.905622441150750035e+01 3.326491106969245437e-01 9.424957308322969018e-02 2.231762887294960578e-03
9.753375337533752854e-01 -1.134081149962043185e+02 9.903521729250104499e+01 3.326486774221592557e-01 9.424726325429255702e-02 2.231777183922468294e-03
9.754275427542753452e-01 -1.133992018803935906e+02 9.901421719195835180e+01 3.326482441052864281e-01 9.424495373377449192e-02 2.231791472973144053e-03
9.755175517551754050e-01 -1.133902906544654172e+02 9.899322409770110198e+01 3.326478107470134948e-01 9.424264452161791594e-02 2.231805754433419716e-03
9.756075607560755758e-01 -1.133813813177899021e+02 9.897223799758792495e+01 3.326473773480483898e-01 9.424033561776695711e-02 2.231820028289678137e-03
9.756975697569756356e-01 -1.133724738697378456e+02 9.895125887948384502e+01 3.326469439090966596e-01 9.423802702216585447e-02 2.231834294528229311e-03
9.757875787578756954e-01 -1.133635683096816109e+02 9.893028673122006467e+01 3.326465104308656828e-01 9.423571873476056793e-02 2.231848553135334663e-03
9.758775877587758663e-01 -1.133546646369942152e+02 9.890932154071619209e+01 3.326460769140590634e-01 9.423341075549745982e-02 2.231862804097185359e-03
9.759675967596759261e-01 -1.133457628510500683e+02 9.888836329589830143e+01 3.326456433593834028e-01 9.423110308432443294e-02 2.231877047399912720e-03
9.760576057605759859e-01 -1.133368629512243615e+02 9.886741198469667324e+01 3.326452097675420272e-01 9.422879572118990354e-02 2.231891283029581712e-03
9.761476147614760457e-01 -1.133279649368937925e+02 9.884646759502507507e+01 3.326447761392393732e-01 9.422648866604359241e-02 2.231905510972204392e-03
9.762376237623762165e-01 -1.133190688074357695e+02 9.882553011486264438e+01 3.326443424751791000e-01 9.422418191883599747e-02 2.231919731213727331e-03
9.763276327632762763e-01 -1.133101745622286955e+02 9.880459953226549885e+01 3.326439087760634239e-01 9.422187547951853259e-02 2.231933943740034652e-03
9.764176417641763361e-01 -1.133012822006526363e+02 9.878367583516612171e+01 3.326434750425952824e-01 9.421956934804404105e-02 2.231948148536948458e-03
9.765076507650763959e-01 -1.132923917220880980e+02 9.876275901164444804e+01 3.326430412754762811e-01 9.421726352436553265e-02 2.231962345590224935e-03
9.765976597659765668e-01 -1.132835031259171075e+02 9.874184904966456600e+01 3.326426074754075812e-01 9.421495800843783519e-02 2.231976534885565192e-03
9.766876687668766266e-01 -1.132746164115227430e+02 9.872094593729599410e+01 3.326421736430905662e-01 9.421265280021627608e-02 2.231990716408609621e-03
9.767776777677766864e-01 -1.132657315782886656e+02 9.870004966269067381e+01 3.326417397792247876e-01 9.421034789965711254e-02 2.232004890144927492e-03
9.768676867686768572e-01 -1.132568486256000995e+02 9.867916021388651870e+01 3.326413058845097970e-01 9.420804330671755933e-02 2.232019056080032995e-03
9.769576957695769170e-01 -1.132479675528431073e+02 9.865827757902313522e+01 3.326408719596455899e-01 9.420573902135617739e-02 2.232033214199375271e-03
9.770477047704769769e-01 -1.132390883594051587e+02 9.863740174620033940e+01 3.326404380053299970e-01 9.420343504353202724e-02 2.232047364488348815e-03
9.771377137713770367e-01 -1.132302110446741636e+02 9.861653270363665058e+01 3.326400040222612930e-01 9.420113137320546004e-02 2.232061506932273096e-03
9.772277227722772075e-01 -1.132213356080399222e+02 9.859567043941561337e+01 3.326395700111376419e-01 9.419882801033743758e-02 2.232075641516419011e-03
9.773177317731772673e-01 -1.132124620488926752e+02 9.857481494174895431e+01 3.326391359726553754e-01 9.419652495489030941e-02 2.232089768225988067e-03
9.774077407740773271e-01 -1.132035903666237004e+02 9.855396619888107068e+01 3.326387019075107143e-01 9.419422220682681368e-02 2.232103887046119322e-03
9.774977497749773869e-01 -1.131947205606256261e+02 9.853312419903200237e+01 3.326382678164003237e-01 9.419191976611100692e-02 2.232117997961891552e-03
9.775877587758775578e-01 -1.131858526302923309e+02 9.851228893036498846e+01 3.326378337000198138e-01 9.418961763270816689e-02 2.232132100958327155e-03
9.776777677767776176e-01 -1.131769865750181623e+02 9.849146038123410563e+01 3.326373995590629074e-01 9.418731580658393221e-02 2.232146196020375669e-03
9.777677767776776774e-01 -1.131681223941989032e+02 9.847063853985476101e+01 3.326369653942243265e-01 9.418501428770501005e-02 2.232160283132931557e-03
9.778577857785778482e-01 -1.131592600872312318e+02 9.844982339461199672e+01 3.326365312061983492e-01 9.418271307603931497e-02 2.232174362280829431e-03
9.779477947794779080e-01 -1.131503996535131336e+02 9.842901493372767163e+01 3.326360969956776437e-01 9.418041217155541378e-02 2.232188433448830615e-03
9.780378037803779678e-01 -1.131415410924435179e+02 9.840821314554182209e+01 3.326356627633547114e-01 9.417811157422315005e-02 2.232202496621651325e-03
9.781278127812780276e-01 -1.131326844034220471e+02 9.838741801845948487e+01 3.326352285099219985e-01 9.417581128401292245e-02 2.232216551783932322e-03
9.782178217821781985e-01 -1.131238295858500322e+02 9.836662954082696331e+01 3.326347942360714516e-01 9.417351130089629541e-02 2.232230598920260153e-03
9.783078307830782583e-01 -1.131149766391292673e+02 9.834584770099472451e+01 3.326343599424931297e-01 9.417121162484570762e-02 2.232244638015151543e-03
9.783978397839783181e-01 -1.131061255626627116e+02 9.832507248744842343e+01 3.326339256298774805e-01 9.416891225583443048e-02 2.232258669053066840e-03
9.784878487848783779e-01 -1.130972763558547740e+02 9.830430388852953172e+01 3.326334912989155068e-01 9.416661319383674844e-02 2.232272692018405242e-03
9.785778577857785487e-01 -1.130884290181101761e+02 9.828354189276402053e+01 3.326330569502948253e-01 9.416431443882783414e-02 2.232286706895499160e-03
9.786678667866786085e-01 -1.130795835488355578e+02 9.826278648853381981e+01 3.326326225847058837e-01 9.416201599078401208e-02 2.232300713668628964e-03
9.787578757875786684e-01 -1.130707399474379429e+02 9.824203766435773844e+01 3.326321882028358545e-01 9.415971784968200919e-02 2.232314712321998695e-03
9.788478847884788392e-01 -1.130618982133254349e+02 9.822129540875862119e+01 3.326317538053724654e-01 9.415742001549987084e-02 2.232328702839760353e-03
9.789378937893788990e-01 -1.130530583459074165e+02 9.820055971021584185e+01 3.326313193930026113e-01 9.415512248821648889e-02 2.232342685206001754e-03
9.790279027902789588e-01 -1.130442203445942368e+02 9.817983055727728470e+01 3.326308849664128542e-01 9.415282526781164341e-02 2.232356659404746528e-03
9.791179117911790186e-01 -1.130353842087973675e+02 9.815910793847585580e+01 3.326304505262902000e-01 9.415052835426604427e-02 2.232370625419961927e-03
9.792079207920791895e-01 -1.130265499379290475e+02 9.813839184241095381e+01 3.326300160733182132e-01 9.414823174756123403e-02 2.232384583235548850e-03
9.792979297929792493e-01 -1.130177175314026954e+02 9.811768225767276874e+01 3.326295816081830670e-01 9.414593544767967115e-02 2.232398532835345745e-03
9.793879387938793091e-01 -1.130088869886326535e+02 9.809697917287617486e+01 3.326291471315682147e-01 9.414363945460481331e-02 2.232412474203131648e-03
9.794779477947793689e-01 -1.130000583090346566e+02 9.807628257661723126e+01 3.326287126441577202e-01 9.414134376832089535e-02 2.232426407322623575e-03
9.795679567956795397e-01 -1.129912314920249514e+02 9.805559245755280529e+01 3.326282781466341487e-01 9.413904838881319292e-02 2.232440332177469591e-03
9.796579657965795995e-01 -1.129824065370210633e+02 9.803490880436642385e+01 3.326278436396803984e-01 9.413675331606766172e-02 2.232454248751267450e-03
9.797479747974796593e-01 -1.129735834434415409e+02 9.801423160573979487e+01 3.326274091239782571e-01 9.413445855007147867e-02 2.232468157027548989e-03
9.798379837983798302e-01 -1.129647622107061267e+02 9.799356085031674013e+01 3.326269746002097349e-01 9.413216409081243130e-02 2.232482056989780993e-03
9.799279927992798900e-01 -1.129559428382352024e+02 9.797289652686255579e+01 3.326265400690542329e-01 9.412986993827929250e-02 2.232495948621366928e-03
9.800180018001799498e-01 -1.129471253254501022e+02 9.795223862415953420e+01 3.326261055311928172e-01 9.412757609246157064e-02 2.232509831905656050e-03
9.801080108010800096e-01 -1.129383096717737374e+02 9.793158713088583056e+01 3.326256709873046669e-01 9.412528255335009253e-02 2.232523706825928229e-03
9.801980198019801804e-01 -1.129294958766298720e+02 9.791094203580487942e+01 3.326252364380696824e-01 9.412298932093615678e-02 2.232537573365407386e-03
9.802880288028802402e-01 -1.129206839394425828e+02 9.789030332781271682e+01 3.326248018841651555e-01 9.412069639521199182e-02 2.232551431507251525e-03
9.803780378037803001e-01 -1.129118738596377369e+02 9.786967099563875649e+01 3.326243673262691547e-01 9.411840377617075593e-02 2.232565281234556633e-03
9.804680468046803599e-01 -1.129030656366421255e+02 9.784904502810890392e+01 3.326239327650596378e-01 9.411611146380685633e-02 2.232579122530363187e-03
9.805580558055805307e-01 -1.128942592698830936e+02 9.782842541412856008e+01 3.326234982012125641e-01 9.411381945811490846e-02 2.232592955377642272e-03
9.806480648064805905e-01 -1.128854547587895780e+02 9.780781214248585798e+01 3.326230636354050585e-01 9.411152775909095713e-02 2.232606779759308598e-03
9.807380738073806503e-01 -1.128766521027909420e+02 9.778720520212957013e+01 3.326226290683115261e-01 9.410923636673158843e-02 2.232620595658210087e-03
9.808280828082808211e-01 -1.128678513013178843e+02 9.776660458194609760e+01 3.326221945006072600e-01 9.410694528103427658e-02 2.232634403057139148e-03
9.809180918091808810e-01 -1.128590523538020136e+02 9.774601027082928795e+01 3.326217599329662766e-01 9.410465450199753668e-02 2.232648201938815767e-03
9.810081008100809408e-01 -1.128502552596759045e+02 9.772542225779207570e+01 3.326213253660623148e-01 9.410236402962061930e-02 2.232661992285916129e-03
9.810981098109810006e-01 -1.128414600183733398e+02 9.770484053169980143e+01 3.326208908005690579e-01 9.410007386390382977e-02 2.232675774081041391e-03
9.811881188118811714e-01 -1.128326666293289833e+02 9.768426508155761212e+01 3.326204562371593010e-01 9.409778400484819505e-02 2.232689547306731560e-03
9.812781278127812312e-01 -1.128238750919781808e+02 9.766369589639135995e+01 3.326200216765038409e-01 9.409549445245538046e-02 2.232703311945467232e-03
9.813681368136812910e-01 -1.128150854057576851e+02 9.764313296520028018e+01 3.326195871192746956e-01 9.409320520672834198e-02 2.232717067979672620e-03
9.814581458145813508e-01 -1.128062975701049311e+02 9.762257627701181661e+01 3.326191525661423287e-01 9.409091626767047967e-02 2.232730815391699951e-03
9.815481548154815217e-01 -1.127975115844586753e+02 9.760202582088157897e+01 3.326187180177775926e-01 9.408862763528655360e-02 2.232744554163852875e-03
9.816381638163815815e-01 -1.127887274482583848e+02 9.758148158586321586e+01 3.326182834748490080e-01 9.408633930958157365e-02 2.232758284278357850e-03
9.817281728172816413e-01 -1.127799451609444645e+02 9.756094356109507260e+01 3.326178489380260950e-01 9.408405129056174321e-02 2.232772005717396230e-03
9.818181818181818121e-01 -1.127711647219587121e+02 9.754041173559076583e+01 3.326174144079767636e-01 9.408176357823415381e-02 2.232785718463080413e-03
9.819081908190818719e-01 -1.127623861307435220e+02 9.751988609853175660e+01 3.326169798853698123e-01 9.407947617260677131e-02 2.232799422497457314e-03
9.819981998199819317e-01 -1.127536093867421414e+02 9.749936663906900947e+01 3.326165453708708752e-01 9.407718907368795014e-02 2.232813117802511828e-03
9.820882088208819916e-01 -1.127448344893993095e+02 9.747885334636087862e+01 3.326161108651475851e-01 9.407490228148740474e-02 2.232826804360184617e-03
9.821782178217821624e-01 -1.127360614381603909e+02 9.745834620953903027e+01 3.326156763688652429e-01 9.407261579601554347e-02 2.232840482152334376e-03
9.822682268226822222e-01 -1.127272902324715602e+02 9.743784521787458175e+01 3.326152418826895940e-01 9.407032961728353793e-02 2.232854151160767759e-03
9.823582358235822820e-01 -1.127185208717803988e+02 9.741735036053643171e+01 3.326148074072848293e-01 9.406804374530335078e-02 2.232867811367228970e-03
9.824482448244823418e-01 -1.127097533555352129e+02 9.739686162677058689e+01 3.326143729433153617e-01 9.406575818008786061e-02 2.232881462753401932e-03
9.825382538253825127e-01 -1.127009876831853461e+02 9.737637900580766370e+01 3.326139384914443831e-01 9.406347292165094520e-02 2.232895105300907249e-03
9.826282628262825725e-01 -1.126922238541809236e+02 9.735590248697040749e+01 3.326135040523353625e-01 9.406118797000707910e-02 2.232908738991309580e-03
9.827182718271826323e-01 -1.126834618679734348e+02 9.733543205948701882e+01 3.326130696266498821e-01 9.405890332517144459e-02 2.232922363806106800e-03
9.828082808280828031e-01 -1.126747017240150086e+02 9.731496771267765666e+01 3.326126352150498566e-01 9.405661898716043134e-02 2.232935979726738233e-03
9.828982898289828629e-01 -1.126659434217583993e+02 9.729450943594514456e+01 3.326122008181955914e-01 9.405433495599088700e-02 2.232949586734575553e-03
9.829882988298829227e-01 -1.126571869606582510e+02 9.727405721855248544e+01 3.326117664367486682e-01 9.405205123168076942e-02 2.232963184810944027e-03
9.830783078307829825e-01 -1.126484323401695065e+02 9.725361104988293448e+01 3.326113320713676713e-01 9.404976781424873034e-02 2.232976773937095198e-03
9.831683168316831534e-01 -1.126396795597480320e+02 9.723317091933628831e+01 3.326108977227127950e-01 9.404748470371393498e-02 2.232990354094225097e-03
9.832583258325832132e-01 -1.126309286188511152e+02 9.721273681626874463e+01 3.326104633914418462e-01 9.404520190009715841e-02 2.233003925263465136e-03
9.833483348334832730e-01 -1.126221795169363844e+02 9.719230873016218197e+01 3.326100290782126878e-01 9.404291940341905076e-02 2.233017487425889916e-03
9.834383438343833328e-01 -1.126134322534628609e+02 9.717188665042463924e+01 3.326095947836827937e-01 9.404063721370169160e-02 2.233031040562512021e-03
9.835283528352835036e-01 -1.126046868278903901e+02 9.715147056650148727e+01 3.326091605085089720e-01 9.403835533096795152e-02 2.233044584654282020e-03
9.836183618361835634e-01 -1.125959432396798832e+02 9.713106046786394643e+01 3.326087262533469757e-01 9.403607375524103418e-02 2.233058119682091499e-03
9.837083708370836233e-01 -1.125872014882930898e+02 9.711065634401107616e+01 3.326082920188528358e-01 9.403379248654540612e-02 2.233071645626770897e-03
9.837983798379836831e-01 -1.125784615731924845e+02 9.709025818446588119e+01 3.326078578056803070e-01 9.403151152490631104e-02 2.233085162469087767e-03
9.838883888388838539e-01 -1.125697234938418205e+02 9.706986597875656742e+01 3.326074236144839769e-01 9.402923087034947836e-02 2.233098670189751118e-03
9.839783978397839137e-01 -1.125609872497055903e+02 9.704947971642597793e+01 3.326069894459168785e-01 9.402695052290153954e-02 2.233112168769407074e-03
9.840684068406839735e-01 -1.125522528402494942e+02 9.702909938702018167e+01 3.326065553006329889e-01 9.402467048259027793e-02 2.233125658188650584e-03
